#,Date-Time (EST),Temperature   (°C),Started,Host Connected,End of File
1602,02/11/2025 20:02:03,8.92,,,
1603,02/11/2025 20:04:03,8.92,,,
1604,02/11/2025 20:06:03,8.88,,,
1605,02/11/2025 20:08:03,8.92,,,
1606,02/11/2025 20:10:03,8.96,,,
1607,02/11/2025 20:12:03,8.92,,,
1608,02/11/2025 20:14:03,8.92,,,
1609,02/11/2025 20:16:03,8.92,,,
1610,02/11/2025 20:18:03,8.96,,,
1611,02/11/2025 20:20:03,8.92,,,
1612,02/11/2025 20:22:03,8.92,,,
1613,02/11/2025 20:24:03,8.83,,,
1614,02/11/2025 20:26:03,8.83,,,
1615,02/11/2025 20:28:03,8.88,,,
1616,02/11/2025 20:30:03,8.88,,,
1617,02/11/2025 20:32:03,8.83,,,
1618,02/11/2025 20:34:03,8.88,,,
1619,02/11/2025 20:36:03,8.88,,,
1620,02/11/2025 20:38:03,8.88,,,
1621,02/11/2025 20:40:03,8.92,,,
1622,02/11/2025 20:42:03,8.79,,,
1623,02/11/2025 20:44:03,8.88,,,
1624,02/11/2025 20:46:03,8.88,,,
1625,02/11/2025 20:48:03,8.92,,,
1626,02/11/2025 20:50:03,8.92,,,
1627,02/11/2025 20:52:03,8.83,,,
1628,02/11/2025 20:54:03,8.83,,,
1629,02/11/2025 20:56:03,8.88,,,
1630,02/11/2025 20:58:03,8.83,,,
1631,02/11/2025 21:00:03,8.92,,,
1632,02/11/2025 21:02:03,8.88,,,
1633,02/11/2025 21:04:03,8.88,,,
1634,02/11/2025 21:06:03,8.79,,,
1635,02/11/2025 21:08:03,8.83,,,
1636,02/11/2025 21:10:03,8.79,,,
1637,02/11/2025 21:12:03,8.79,,,
1638,02/11/2025 21:14:03,8.79,,,
1639,02/11/2025 21:16:03,8.83,,,
1640,02/11/2025 21:18:03,8.83,,,
1641,02/11/2025 21:20:03,8.79,,,
1642,02/11/2025 21:22:03,8.83,,,
1643,02/11/2025 21:24:03,8.83,,,
1644,02/11/2025 21:26:03,8.75,,,
1645,02/11/2025 21:28:03,8.75,,,
1646,02/11/2025 21:30:03,8.71,,,
1647,02/11/2025 21:32:03,8.75,,,
1648,02/11/2025 21:34:03,8.71,,,
1649,02/11/2025 21:36:03,8.71,,,
1650,02/11/2025 21:38:03,8.71,,,
1651,02/11/2025 21:40:03,8.71,,,
1652,02/11/2025 21:42:03,8.75,,,
1653,02/11/2025 21:44:03,8.71,,,
1654,02/11/2025 21:46:03,8.79,,,
1655,02/11/2025 21:48:03,8.83,,,
1656,02/11/2025 21:50:03,8.79,,,
1657,02/11/2025 21:52:03,8.83,,,
1658,02/11/2025 21:54:03,8.83,,,
1659,02/11/2025 21:56:03,8.83,,,
1660,02/11/2025 21:58:03,8.79,,,
1661,02/11/2025 22:00:03,8.83,,,
1662,02/11/2025 22:02:03,8.92,,,
1663,02/11/2025 22:04:03,8.83,,,
1664,02/11/2025 22:06:03,8.83,,,
1665,02/11/2025 22:08:03,8.83,,,
1666,02/11/2025 22:10:03,8.92,,,
1667,02/11/2025 22:12:03,8.92,,,
1668,02/11/2025 22:14:03,9.01,,,
1669,02/11/2025 22:16:03,9.01,,,
1670,02/11/2025 22:18:03,8.96,,,
1671,02/11/2025 22:20:03,9.01,,,
1672,02/11/2025 22:22:03,9.01,,,
1673,02/11/2025 22:24:03,8.96,,,
1674,02/11/2025 22:26:03,8.96,,,
1675,02/11/2025 22:28:03,9.05,,,
1676,02/11/2025 22:30:03,9.01,,,
1677,02/11/2025 22:32:03,9.05,,,
1678,02/11/2025 22:34:03,9.05,,,
1679,02/11/2025 22:36:03,9.01,,,
1680,02/11/2025 22:38:03,9.05,,,
1681,02/11/2025 22:40:03,9.05,,,
1682,02/11/2025 22:42:03,9.09,,,
1683,02/11/2025 22:44:03,9.05,,,
1684,02/11/2025 22:46:03,9.05,,,
1685,02/11/2025 22:48:03,9.05,,,
1686,02/11/2025 22:50:03,9.05,,,
1687,02/11/2025 22:52:03,9.05,,,
1688,02/11/2025 22:54:03,9.14,,,
1689,02/11/2025 22:56:03,9.09,,,
1690,02/11/2025 22:58:03,9.09,,,
1691,02/11/2025 23:00:03,9.09,,,
1692,02/11/2025 23:02:03,9.09,,,
1693,02/11/2025 23:04:03,9.05,,,
1694,02/11/2025 23:06:03,9.09,,,
1695,02/11/2025 23:08:03,9.14,,,
1696,02/11/2025 23:10:03,9.05,,,
1697,02/11/2025 23:12:03,9.09,,,
1698,02/11/2025 23:14:03,9.09,,,
1699,02/11/2025 23:16:03,9.09,,,
1700,02/11/2025 23:18:03,9.09,,,
1701,02/11/2025 23:20:03,9.14,,,
1702,02/11/2025 23:22:03,9.18,,,
1703,02/11/2025 23:24:03,9.14,,,
1704,02/11/2025 23:26:03,9.05,,,
1705,02/11/2025 23:28:03,9.05,,,
1706,02/11/2025 23:30:03,9.14,,,
1707,02/11/2025 23:32:03,9.09,,,
1708,02/11/2025 23:34:03,9.09,,,
1709,02/11/2025 23:36:03,9.14,,,
1710,02/11/2025 23:38:03,9.05,,,
1711,02/11/2025 23:40:03,9.09,,,
1712,02/11/2025 23:42:03,9.05,,,
1713,02/11/2025 23:44:03,9.05,,,
1714,02/11/2025 23:46:03,9.09,,,
1715,02/11/2025 23:48:03,9.05,,,
1716,02/11/2025 23:50:03,9.05,,,
1717,02/11/2025 23:52:03,9.05,,,
1718,02/11/2025 23:54:03,9.05,,,
1719,02/11/2025 23:56:03,9.05,,,
1720,02/11/2025 23:58:03,9.05,,,
1721,02/12/2025 00:00:03,9.01,,,
1722,02/12/2025 00:02:03,9.05,,,
1723,02/12/2025 00:04:03,9.05,,,
1724,02/12/2025 00:06:03,9.09,,,
1725,02/12/2025 00:08:03,9.09,,,
1726,02/12/2025 00:10:03,9.01,,,
1727,02/12/2025 00:12:03,8.96,,,
1728,02/12/2025 00:14:03,9.05,,,
1729,02/12/2025 00:16:03,9.05,,,
1730,02/12/2025 00:18:03,9.01,,,
1731,02/12/2025 00:20:03,9.01,,,
1732,02/12/2025 00:22:03,9.01,,,
1733,02/12/2025 00:24:03,9.05,,,
1734,02/12/2025 00:26:03,9.05,,,
1735,02/12/2025 00:28:03,9.01,,,
1736,02/12/2025 00:30:03,9.01,,,
1737,02/12/2025 00:32:03,9.01,,,
1738,02/12/2025 00:34:03,9.01,,,
1739,02/12/2025 00:36:03,8.92,,,
1740,02/12/2025 00:38:03,8.88,,,
1741,02/12/2025 00:40:03,8.92,,,
1742,02/12/2025 00:42:03,8.88,,,
1743,02/12/2025 00:44:03,8.88,,,
1744,02/12/2025 00:46:03,8.92,,,
1745,02/12/2025 00:48:03,8.92,,,
1746,02/12/2025 00:50:03,8.96,,,
1747,02/12/2025 00:52:03,8.96,,,
1748,02/12/2025 00:54:03,8.92,,,
1749,02/12/2025 00:56:03,8.96,,,
1750,02/12/2025 00:58:03,8.92,,,
1751,02/12/2025 01:00:03,8.96,,,
1752,02/12/2025 01:02:03,8.96,,,
1753,02/12/2025 01:04:03,9.01,,,
1754,02/12/2025 01:06:03,9.01,,,
1755,02/12/2025 01:08:03,9.05,,,
1756,02/12/2025 01:10:03,9.01,,,
1757,02/12/2025 01:12:03,9.01,,,
1758,02/12/2025 01:14:03,9.01,,,
1759,02/12/2025 01:16:03,9.01,,,
1760,02/12/2025 01:18:03,9.01,,,
1761,02/12/2025 01:20:03,9.01,,,
1762,02/12/2025 01:22:03,9.01,,,
1763,02/12/2025 01:24:03,9.05,,,
1764,02/12/2025 01:26:03,9.01,,,
1765,02/12/2025 01:28:03,9.01,,,
1766,02/12/2025 01:30:03,9.05,,,
1767,02/12/2025 01:32:03,9.09,,,
1768,02/12/2025 01:34:03,9.05,,,
1769,02/12/2025 01:36:03,9.05,,,
1770,02/12/2025 01:38:03,9.05,,,
1771,02/12/2025 01:40:03,9.01,,,
1772,02/12/2025 01:42:03,8.96,,,
1773,02/12/2025 01:44:03,8.96,,,
1774,02/12/2025 01:46:03,8.96,,,
1775,02/12/2025 01:48:03,8.96,,,
1776,02/12/2025 01:50:03,8.92,,,
1777,02/12/2025 01:52:03,9.01,,,
1778,02/12/2025 01:54:03,9.01,,,
1779,02/12/2025 01:56:03,8.92,,,
1780,02/12/2025 01:58:03,8.96,,,
1781,02/12/2025 02:00:03,8.88,,,
1782,02/12/2025 02:02:03,8.88,,,
1783,02/12/2025 02:04:03,8.92,,,
1784,02/12/2025 02:06:03,8.96,,,
1785,02/12/2025 02:08:03,9.01,,,
1786,02/12/2025 02:10:03,8.96,,,
1787,02/12/2025 02:12:03,9.01,,,
1788,02/12/2025 02:14:03,9.01,,,
1789,02/12/2025 02:16:03,9.05,,,
1790,02/12/2025 02:18:03,8.96,,,
1791,02/12/2025 02:20:03,8.96,,,
1792,02/12/2025 02:22:03,8.88,,,
1793,02/12/2025 02:24:03,8.88,,,
1794,02/12/2025 02:26:03,8.92,,,
1795,02/12/2025 02:28:03,8.96,,,
1796,02/12/2025 02:30:03,8.96,,,
1797,02/12/2025 02:32:03,8.96,,,
1798,02/12/2025 02:34:03,8.96,,,
1799,02/12/2025 02:36:03,9.01,,,
1800,02/12/2025 02:38:03,8.96,,,
1801,02/12/2025 02:40:03,9.01,,,
1802,02/12/2025 02:42:03,9.01,,,
1803,02/12/2025 02:44:03,9.01,,,
1804,02/12/2025 02:46:03,8.96,,,
1805,02/12/2025 02:48:03,8.96,,,
1806,02/12/2025 02:50:03,8.96,,,
1807,02/12/2025 02:52:03,9.01,,,
1808,02/12/2025 02:54:03,8.96,,,
1809,02/12/2025 02:56:03,8.96,,,
1810,02/12/2025 02:58:03,8.92,,,
1811,02/12/2025 03:00:03,9.01,,,
1812,02/12/2025 03:02:03,8.96,,,
1813,02/12/2025 03:04:03,8.96,,,
1814,02/12/2025 03:06:03,9.01,,,
1815,02/12/2025 03:08:03,9.01,,,
1816,02/12/2025 03:10:03,8.96,,,
1817,02/12/2025 03:12:03,8.96,,,
1818,02/12/2025 03:14:03,8.96,,,
1819,02/12/2025 03:16:03,8.96,,,
1820,02/12/2025 03:18:03,9.05,,,
1821,02/12/2025 03:20:03,8.96,,,
1822,02/12/2025 03:22:03,9.01,,,
1823,02/12/2025 03:24:03,9.01,,,
1824,02/12/2025 03:26:03,9.01,,,
1825,02/12/2025 03:28:03,9.01,,,
1826,02/12/2025 03:30:03,9.01,,,
1827,02/12/2025 03:32:03,9.01,,,
1828,02/12/2025 03:34:03,9.01,,,
1829,02/12/2025 03:36:03,8.96,,,
1830,02/12/2025 03:38:03,9.01,,,
1831,02/12/2025 03:40:03,9.01,,,
1832,02/12/2025 03:42:03,9.01,,,
1833,02/12/2025 03:44:03,9.09,,,
1834,02/12/2025 03:46:03,9.09,,,
1835,02/12/2025 03:48:03,9.05,,,
1836,02/12/2025 03:50:03,9.05,,,
1837,02/12/2025 03:52:03,9.14,,,
1838,02/12/2025 03:54:03,9.09,,,
1839,02/12/2025 03:56:03,9.09,,,
1840,02/12/2025 03:58:03,9.01,,,
1841,02/12/2025 04:00:03,9.05,,,
1842,02/12/2025 04:02:03,9.05,,,
1843,02/12/2025 04:04:03,9.05,,,
1844,02/12/2025 04:06:03,9.05,,,
1845,02/12/2025 04:08:03,9.09,,,
1846,02/12/2025 04:10:03,9.09,,,
1847,02/12/2025 04:12:03,9.09,,,
1848,02/12/2025 04:14:03,9.01,,,
1849,02/12/2025 04:16:03,9.01,,,
1850,02/12/2025 04:18:03,9.01,,,
1851,02/12/2025 04:20:03,9.09,,,
1852,02/12/2025 04:22:03,9.14,,,
1853,02/12/2025 04:24:03,9.05,,,
1854,02/12/2025 04:26:03,9.01,,,
1855,02/12/2025 04:28:03,9.01,,,
1856,02/12/2025 04:30:03,9.05,,,
1857,02/12/2025 04:32:03,9.05,,,
1858,02/12/2025 04:34:03,9.09,,,
1859,02/12/2025 04:36:03,9.01,,,
1860,02/12/2025 04:38:03,9.01,,,
1861,02/12/2025 04:40:03,8.96,,,
1862,02/12/2025 04:42:03,9.01,,,
1863,02/12/2025 04:44:03,9.05,,,
1864,02/12/2025 04:46:03,9.05,,,
1865,02/12/2025 04:48:03,9.05,,,
1866,02/12/2025 04:50:03,9.05,,,
1867,02/12/2025 04:52:03,9.09,,,
1868,02/12/2025 04:54:03,9.05,,,
1869,02/12/2025 04:56:03,9.09,,,
1870,02/12/2025 04:58:03,9.05,,,
1871,02/12/2025 05:00:03,9.05,,,
1872,02/12/2025 05:02:03,9.09,,,
1873,02/12/2025 05:04:03,9.05,,,
1874,02/12/2025 05:06:03,9.05,,,
1875,02/12/2025 05:08:03,9.05,,,
1876,02/12/2025 05:10:03,9.05,,,
1877,02/12/2025 05:12:03,9.05,,,
1878,02/12/2025 05:14:03,9.05,,,
1879,02/12/2025 05:16:03,9.09,,,
1880,02/12/2025 05:18:03,9.05,,,
1881,02/12/2025 05:20:03,9.05,,,
1882,02/12/2025 05:22:03,9.14,,,
1883,02/12/2025 05:24:03,9.09,,,
1884,02/12/2025 05:26:03,8.96,,,
1885,02/12/2025 05:28:03,8.96,,,
1886,02/12/2025 05:30:03,9.01,,,
1887,02/12/2025 05:32:03,9.01,,,
1888,02/12/2025 05:34:03,9.01,,,
1889,02/12/2025 05:36:03,8.92,,,
1890,02/12/2025 05:38:03,8.96,,,
1891,02/12/2025 05:40:03,8.96,,,
1892,02/12/2025 05:42:03,8.96,,,
1893,02/12/2025 05:44:03,9.01,,,
1894,02/12/2025 05:46:03,9.05,,,
1895,02/12/2025 05:48:03,9.05,,,
1896,02/12/2025 05:50:03,9.05,,,
1897,02/12/2025 05:52:03,9.05,,,
1898,02/12/2025 05:54:03,8.96,,,
1899,02/12/2025 05:56:03,9.05,,,
1900,02/12/2025 05:58:03,8.96,,,
1901,02/12/2025 06:00:03,9.01,,,
1902,02/12/2025 06:02:03,8.96,,,
1903,02/12/2025 06:04:03,8.96,,,
1904,02/12/2025 06:06:03,8.96,,,
1905,02/12/2025 06:08:03,8.96,,,
1906,02/12/2025 06:10:03,8.96,,,
1907,02/12/2025 06:12:03,8.92,,,
1908,02/12/2025 06:14:03,8.96,,,
1909,02/12/2025 06:16:03,9.01,,,
1910,02/12/2025 06:18:03,9.01,,,
1911,02/12/2025 06:20:03,9.01,,,
1912,02/12/2025 06:22:03,9.01,,,
1913,02/12/2025 06:24:03,9.01,,,
1914,02/12/2025 06:26:03,9.01,,,
1915,02/12/2025 06:28:03,9.01,,,
1916,02/12/2025 06:30:03,8.96,,,
1917,02/12/2025 06:32:03,8.96,,,
1918,02/12/2025 06:34:03,8.88,,,
1919,02/12/2025 06:36:03,8.88,,,
1920,02/12/2025 06:38:03,8.92,,,
1921,02/12/2025 06:40:03,8.88,,,
1922,02/12/2025 06:42:03,8.92,,,
1923,02/12/2025 06:44:03,8.88,,,
1924,02/12/2025 06:46:03,8.92,,,
1925,02/12/2025 06:48:03,8.92,,,
1926,02/12/2025 06:50:03,8.92,,,
1927,02/12/2025 06:52:03,8.92,,,
1928,02/12/2025 06:54:03,8.92,,,
1929,02/12/2025 06:56:03,8.92,,,
1930,02/12/2025 06:58:03,9.01,,,
1931,02/12/2025 07:00:03,8.96,,,
1932,02/12/2025 07:02:03,9.01,,,
1933,02/12/2025 07:04:03,8.96,,,
1934,02/12/2025 07:06:03,8.96,,,
1935,02/12/2025 07:08:03,8.88,,,
1936,02/12/2025 07:10:03,8.88,,,
1937,02/12/2025 07:12:03,8.92,,,
1938,02/12/2025 07:14:03,8.92,,,
1939,02/12/2025 07:16:03,8.92,,,
1940,02/12/2025 07:18:03,8.92,,,
1941,02/12/2025 07:20:03,8.92,,,
1942,02/12/2025 07:22:03,8.83,,,
1943,02/12/2025 07:24:03,8.92,,,
1944,02/12/2025 07:26:03,8.96,,,
1945,02/12/2025 07:28:03,8.92,,,
1946,02/12/2025 07:30:03,8.88,,,
1947,02/12/2025 07:32:03,8.92,,,
1948,02/12/2025 07:34:03,8.92,,,
1949,02/12/2025 07:36:03,8.88,,,
1950,02/12/2025 07:38:03,8.92,,,
1951,02/12/2025 07:40:03,8.88,,,
1952,02/12/2025 07:42:03,8.88,,,
1953,02/12/2025 07:44:03,8.96,,,
1954,02/12/2025 07:46:03,8.92,,,
1955,02/12/2025 07:48:03,8.92,,,
1956,02/12/2025 07:50:03,8.88,,,
1957,02/12/2025 07:52:03,8.92,,,
1958,02/12/2025 07:54:03,8.88,,,
1959,02/12/2025 07:56:03,8.83,,,
1960,02/12/2025 07:58:03,8.79,,,
1961,02/12/2025 08:00:03,8.83,,,
1962,02/12/2025 08:02:03,8.79,,,
1963,02/12/2025 08:04:03,8.83,,,
1964,02/12/2025 08:06:03,8.83,,,
1965,02/12/2025 08:08:03,8.88,,,
1966,02/12/2025 08:10:03,8.88,,,
1967,02/12/2025 08:12:03,8.88,,,
1968,02/12/2025 08:14:03,8.83,,,
1969,02/12/2025 08:16:03,8.96,,,
1970,02/12/2025 08:18:03,8.96,,,
1971,02/12/2025 08:20:03,8.96,,,
1972,02/12/2025 08:22:03,8.92,,,
1973,02/12/2025 08:24:03,8.92,,,
1974,02/12/2025 08:26:03,8.96,,,
1975,02/12/2025 08:28:03,8.96,,,
1976,02/12/2025 08:30:03,8.92,,,
1977,02/12/2025 08:32:03,8.96,,,
1978,02/12/2025 08:34:03,8.96,,,
1979,02/12/2025 08:36:03,8.92,,,
1980,02/12/2025 08:38:03,8.96,,,
1981,02/12/2025 08:40:03,9.01,,,
1982,02/12/2025 08:42:03,8.96,,,
1983,02/12/2025 08:44:03,9.01,,,
1984,02/12/2025 08:46:03,9.01,,,
1985,02/12/2025 08:48:03,8.96,,,
1986,02/12/2025 08:50:03,9.01,,,
1987,02/12/2025 08:52:03,8.96,,,
1988,02/12/2025 08:54:03,8.96,,,
1989,02/12/2025 08:56:03,9.01,,,
1990,02/12/2025 08:58:03,8.88,,,
1991,02/12/2025 09:00:03,8.92,,,
1992,02/12/2025 09:02:03,8.96,,,
1993,02/12/2025 09:04:03,8.96,,,
1994,02/12/2025 09:06:03,8.96,,,
1995,02/12/2025 09:08:03,8.96,,,
1996,02/12/2025 09:10:03,8.96,,,
1997,02/12/2025 09:12:03,8.96,,,
1998,02/12/2025 09:14:03,9.01,,,
1999,02/12/2025 09:16:03,8.96,,,
2000,02/12/2025 09:18:03,8.96,,,
2001,02/12/2025 09:20:03,8.96,,,
2002,02/12/2025 09:22:03,8.96,,,
2003,02/12/2025 09:24:03,9.05,,,
2004,02/12/2025 09:26:03,9.01,,,
2005,02/12/2025 09:28:03,9.05,,,
2006,02/12/2025 09:30:03,9.05,,,
2007,02/12/2025 09:32:03,9.05,,,
2008,02/12/2025 09:34:03,9.05,,,
2009,02/12/2025 09:36:03,9.01,,,
2010,02/12/2025 09:38:03,9.01,,,
2011,02/12/2025 09:40:03,9.05,,,
2012,02/12/2025 09:42:03,9.09,,,
2013,02/12/2025 09:44:03,9.01,,,
2014,02/12/2025 09:46:03,9.05,,,
2015,02/12/2025 09:48:03,9.09,,,
2016,02/12/2025 09:50:03,9.09,,,
2017,02/12/2025 09:52:03,9.14,,,
2018,02/12/2025 09:54:03,9.05,,,
2019,02/12/2025 09:56:03,9.05,,,
2020,02/12/2025 09:58:03,9.09,,,
2021,02/12/2025 10:00:03,9.09,,,
2022,02/12/2025 10:02:03,9.05,,,
2023,02/12/2025 10:04:03,9.05,,,
2024,02/12/2025 10:06:03,9.09,,,
2025,02/12/2025 10:08:03,9.05,,,
2026,02/12/2025 10:10:03,9.05,,,
2027,02/12/2025 10:12:03,9.09,,,
2028,02/12/2025 10:14:03,9.14,,,
2029,02/12/2025 10:16:03,9.09,,,
2030,02/12/2025 10:18:03,9.14,,,
2031,02/12/2025 10:20:03,9.18,,,
2032,02/12/2025 10:22:03,9.18,,,
2033,02/12/2025 10:24:03,9.14,,,
2034,02/12/2025 10:26:03,9.22,,,
2035,02/12/2025 10:28:03,9.22,,,
2036,02/12/2025 10:30:03,9.18,,,
2037,02/12/2025 10:32:03,9.18,,,
2038,02/12/2025 10:34:03,9.22,,,
2039,02/12/2025 10:36:03,9.26,,,
2040,02/12/2025 10:38:03,9.26,,,
2041,02/12/2025 10:40:03,9.26,,,
2042,02/12/2025 10:42:03,9.22,,,
2043,02/12/2025 10:44:03,9.31,,,
2044,02/12/2025 10:46:03,9.35,,,
2045,02/12/2025 10:48:03,9.35,,,
2046,02/12/2025 10:50:03,9.35,,,
2047,02/12/2025 10:52:03,9.39,,,
2048,02/12/2025 10:54:03,9.31,,,
2049,02/12/2025 10:56:03,9.39,,,
2050,02/12/2025 10:58:03,9.31,,,
2051,02/12/2025 11:00:03,9.39,,,
2052,02/12/2025 11:02:03,9.31,,,
2053,02/12/2025 11:04:03,9.39,,,
2054,02/12/2025 11:06:03,9.39,,,
2055,02/12/2025 11:08:03,9.39,,,
2056,02/12/2025 11:10:03,9.39,,,
2057,02/12/2025 11:12:03,9.39,,,
2058,02/12/2025 11:14:03,9.44,,,
2059,02/12/2025 11:16:03,9.39,,,
2060,02/12/2025 11:18:03,9.39,,,
2061,02/12/2025 11:20:03,9.39,,,
2062,02/12/2025 11:22:03,9.44,,,
2063,02/12/2025 11:24:03,9.44,,,
2064,02/12/2025 11:26:03,9.44,,,
2065,02/12/2025 11:28:03,9.44,,,
2066,02/12/2025 11:30:03,9.44,,,
2067,02/12/2025 11:32:03,9.44,,,
2068,02/12/2025 11:34:03,9.44,,,
2069,02/12/2025 11:36:03,9.48,,,
2070,02/12/2025 11:38:03,9.44,,,
2071,02/12/2025 11:40:03,9.48,,,
2072,02/12/2025 11:42:03,9.48,,,
2073,02/12/2025 11:44:03,9.48,,,
2074,02/12/2025 11:46:03,9.48,,,
2075,02/12/2025 11:48:03,9.48,,,
2076,02/12/2025 11:50:03,9.48,,,
2077,02/12/2025 11:52:03,9.52,,,
2078,02/12/2025 11:54:03,9.52,,,
2079,02/12/2025 11:56:03,9.61,,,
2080,02/12/2025 11:58:03,9.56,,,
2081,02/12/2025 12:00:03,9.56,,,
2082,02/12/2025 12:02:03,9.56,,,
2083,02/12/2025 12:04:03,9.52,,,
2084,02/12/2025 12:06:03,9.56,,,
2085,02/12/2025 12:08:03,9.61,,,
2086,02/12/2025 12:10:03,9.61,,,
2087,02/12/2025 12:12:03,9.52,,,
2088,02/12/2025 12:14:03,9.56,,,
2089,02/12/2025 12:16:03,9.56,,,
2090,02/12/2025 12:18:03,9.56,,,
2091,02/12/2025 12:20:03,9.61,,,
2092,02/12/2025 12:22:03,9.56,,,
2093,02/12/2025 12:24:03,9.56,,,
2094,02/12/2025 12:26:03,9.56,,,
2095,02/12/2025 12:28:03,9.56,,,
2096,02/12/2025 12:30:03,9.56,,,
2097,02/12/2025 12:32:03,9.61,,,
2098,02/12/2025 12:34:03,9.61,,,
2099,02/12/2025 12:36:03,9.56,,,
2100,02/12/2025 12:38:03,9.56,,,
2101,02/12/2025 12:40:03,9.56,,,
2102,02/12/2025 12:42:03,9.56,,,
2103,02/12/2025 12:44:03,9.61,,,
2104,02/12/2025 12:46:03,9.61,,,
2105,02/12/2025 12:48:03,9.61,,,
2106,02/12/2025 12:50:03,9.61,,,
2107,02/12/2025 12:52:03,9.61,,,
2108,02/12/2025 12:54:03,9.61,,,
2109,02/12/2025 12:56:03,9.56,,,
2110,02/12/2025 12:58:03,9.56,,,
2111,02/12/2025 13:00:03,9.61,,,
2112,02/12/2025 13:02:03,9.61,,,
2113,02/12/2025 13:04:03,9.56,,,
2114,02/12/2025 13:06:03,9.56,,,
2115,02/12/2025 13:08:03,9.56,,,
2116,02/12/2025 13:10:03,9.61,,,
2117,02/12/2025 13:12:03,9.56,,,
2118,02/12/2025 13:14:03,9.61,,,
2119,02/12/2025 13:16:03,9.61,,,
2120,02/12/2025 13:18:03,9.61,,,
2121,02/12/2025 13:20:03,9.61,,,
2122,02/12/2025 13:22:03,9.65,,,
2123,02/12/2025 13:24:03,9.61,,,
2124,02/12/2025 13:26:03,9.65,,,
2125,02/12/2025 13:28:03,9.65,,,
2126,02/12/2025 13:30:03,9.65,,,
2127,02/12/2025 13:32:03,9.69,,,
2128,02/12/2025 13:34:03,9.65,,,
2129,02/12/2025 13:36:03,9.69,,,
2130,02/12/2025 13:38:03,9.65,,,
2131,02/12/2025 13:40:03,9.69,,,
2132,02/12/2025 13:42:03,9.65,,,
2133,02/12/2025 13:44:03,9.65,,,
2134,02/12/2025 13:46:03,9.65,,,
2135,02/12/2025 13:48:03,9.65,,,
2136,02/12/2025 13:50:03,9.65,,,
2137,02/12/2025 13:52:03,9.69,,,
2138,02/12/2025 13:54:03,9.65,,,
2139,02/12/2025 13:56:03,9.65,,,
2140,02/12/2025 13:58:03,9.74,,,
2141,02/12/2025 14:00:03,9.69,,,
2142,02/12/2025 14:02:03,9.69,,,
2143,02/12/2025 14:04:03,9.69,,,
2144,02/12/2025 14:06:03,9.69,,,
2145,02/12/2025 14:08:03,9.65,,,
2146,02/12/2025 14:10:03,9.74,,,
2147,02/12/2025 14:12:03,9.69,,,
2148,02/12/2025 14:14:03,9.74,,,
2149,02/12/2025 14:16:03,9.74,,,
2150,02/12/2025 14:18:03,9.74,,,
2151,02/12/2025 14:20:03,9.69,,,
2152,02/12/2025 14:22:03,9.74,,,
2153,02/12/2025 14:24:03,9.74,,,
2154,02/12/2025 14:26:03,9.74,,,
2155,02/12/2025 14:28:03,9.69,,,
2156,02/12/2025 14:30:03,9.74,,,
2157,02/12/2025 14:32:03,9.74,,,
2158,02/12/2025 14:34:03,9.74,,,
2159,02/12/2025 14:36:03,9.69,,,
2160,02/12/2025 14:38:03,9.78,,,
2161,02/12/2025 14:40:03,9.78,,,
2162,02/12/2025 14:42:03,9.78,,,
2163,02/12/2025 14:44:03,9.78,,,
2164,02/12/2025 14:46:03,9.82,,,
2165,02/12/2025 14:48:03,9.78,,,
2166,02/12/2025 14:50:03,9.78,,,
2167,02/12/2025 14:52:03,9.82,,,
2168,02/12/2025 14:54:03,9.78,,,
2169,02/12/2025 14:56:03,9.78,,,
2170,02/12/2025 14:58:03,9.78,,,
2171,02/12/2025 15:00:03,9.78,,,
2172,02/12/2025 15:02:03,9.82,,,
2173,02/12/2025 15:04:03,9.82,,,
2174,02/12/2025 15:06:03,9.82,,,
2175,02/12/2025 15:08:03,9.82,,,
2176,02/12/2025 15:10:03,9.82,,,
2177,02/12/2025 15:12:03,9.82,,,
2178,02/12/2025 15:14:03,9.86,,,
2179,02/12/2025 15:16:03,9.82,,,
2180,02/12/2025 15:18:03,9.82,,,
2181,02/12/2025 15:20:03,9.82,,,
2182,02/12/2025 15:22:03,9.91,,,
2183,02/12/2025 15:24:03,9.86,,,
2184,02/12/2025 15:26:03,9.91,,,
2185,02/12/2025 15:28:03,9.86,,,
2186,02/12/2025 15:30:03,9.86,,,
2187,02/12/2025 15:32:03,9.86,,,
2188,02/12/2025 15:34:03,9.86,,,
2189,02/12/2025 15:36:03,9.86,,,
2190,02/12/2025 15:38:03,9.91,,,
2191,02/12/2025 15:40:03,9.86,,,
2192,02/12/2025 15:42:03,9.86,,,
2193,02/12/2025 15:44:03,9.82,,,
2194,02/12/2025 15:46:03,9.86,,,
2195,02/12/2025 15:48:03,9.91,,,
2196,02/12/2025 15:50:03,9.86,,,
2197,02/12/2025 15:52:03,9.91,,,
2198,02/12/2025 15:54:03,9.86,,,
2199,02/12/2025 15:56:03,9.86,,,
2200,02/12/2025 15:58:03,9.91,,,
2201,02/12/2025 16:00:03,9.86,,,
2202,02/12/2025 16:02:03,9.86,,,
2203,02/12/2025 16:04:03,9.91,,,
2204,02/12/2025 16:06:03,9.91,,,
2205,02/12/2025 16:08:03,9.95,,,
2206,02/12/2025 16:10:03,9.86,,,
2207,02/12/2025 16:12:03,9.91,,,
2208,02/12/2025 16:14:03,9.91,,,
